Store_ID,Month,Product_ID,total_revenue,revenue_percentage,total_units_sold,avg_selling_price,avg_inventory_level,cumulative_percent,abc_class
S002,2022-08,P0016,165681.72413921353,3.85,2747,60.31,141.23,12.06,A
S002,2022-08,P0079,157977.16566324237,3.67,3002,52.62,145.23,15.73,A
S002,2022-08,P0183,157761.77212438587,3.67,2851,55.34,147.32,19.4,A
S002,2022-08,P0129,154476.57483110426,3.59,2861,53.99,140.65,22.99,A
S002,2022-08,P0061,153194.49868693348,3.56,3067,49.95,147.35,26.55,A
S002,2022-08,P0171,152555.08197917938,3.55,2853,53.47,141.03,30.1,A
S002,2022-08,P0166,149817.11331663132,3.48,2969,50.46,154.65,33.59,A
S002,2022-08,P0187,149294.35285573007,3.47,2878,51.87,145.16,37.06,A
S002,2022-08,P0094,147717.85378055574,3.44,2741,53.89,131.77,40.49,A
S002,2022-08,P0116,146881.2562799454,3.42,2906,50.54,136.68,43.91,A
S002,2022-08,P0070,144086.33813238144,3.35,2868,50.24,143.03,47.26,A
S002,2022-08,P0153,143747.58235502246,3.34,2630,54.66,127.16,50.6,A
S002,2022-08,P0066,143518.51085815427,3.34,2472,58.06,133.06,53.94,A
S002,2022-08,P0149,142382.06107850076,3.31,2992,47.59,145.84,57.25,A
S002,2022-08,P0096,141471.15987033845,3.29,3023,46.8,153.35,60.54,A
S002,2022-08,P0046,139761.91853046414,3.25,2895,48.28,147.71,63.79,A
S002,2022-08,P0085,139499.44862899784,3.24,2894,48.2,141.10,67.03,A
S002,2022-08,P0083,135761.6633242607,3.16,2533,53.6,126.00,70.19,A
S002,2022-08,P0057,133196.74219055177,3.1,2867,46.46,138.94,73.29,A
S002,2022-08,P0068,132437.0562271118,3.08,2291,57.81,123.61,76.37,A
S002,2022-08,P0178,131892.42798080447,3.07,2824,46.7,137.48,79.44,A
S002,2022-08,P0067,130978.06193685532,3.05,2712,48.3,127.87,82.48,B
S002,2022-08,P0125,130951.80452871323,3.05,2712,48.29,135.74,85.53,B
S002,2022-08,P0069,129979.26526288985,3.02,2728,47.65,135.97,88.55,B
S002,2022-08,P0133,129518.22327356339,3.01,2562,50.55,126.45,91.56,B
S002,2022-08,P0126,124120.65846824647,2.89,2636,47.09,132.94,94.45,B
S002,2022-08,P0159,123208.36662197114,2.87,2758,44.67,139.16,97.31,C
S002,2022-08,P0175,115532.03843603133,2.69,2537,45.54,122.00,100,C
S002,2022-09,P0067,183786.44203367233,4.38,3039,60.48,156.73,4.38,A
S002,2022-09,P0079,173072.00441970828,4.12,3009,57.52,144.50,8.5,A
S002,2022-09,P0085,167970.67016716005,4,2699,62.23,126.20,12.5,A
S002,2022-09,P0066,163559.27273120882,3.89,2817,58.06,144.33,16.39,A
S002,2022-09,P0096,156990.05957489015,3.74,2843,55.22,145.13,20.13,A
S002,2022-09,P0094,154347.4237412453,3.67,3060,50.44,158.03,23.8,A
S002,2022-09,P0178,152357.8855395317,3.63,2903,52.48,146.90,27.43,A
S002,2022-09,P0187,151449.06515798566,3.61,2715,55.78,146.67,31.03,A
S002,2022-09,P0133,148801.40261535646,3.54,2830,52.58,146.00,34.58,A
S002,2022-09,P0031,146405.6112848282,3.49,2845,51.46,149.37,38.06,A
S002,2022-09,P0171,143569.63912973407,3.42,2547,56.37,134.50,41.48,A
S002,2022-09,P0126,143219.80574007033,3.41,2829,50.63,160.77,44.89,A
S002,2022-09,P0083,141708.4887439728,3.37,2631,53.86,138.73,48.26,A
S002,2022-09,P0125,141439.93372688294,3.37,2794,50.62,146.80,51.63,A
S002,2022-09,P0153,139306.03544087408,3.32,2646,52.65,140.33,54.95,A
S002,2022-09,P0016,137061.9072615623,3.26,2667,51.39,140.30,58.21,A
S002,2022-09,P0183,137055.1758266449,3.26,2801,48.93,145.07,61.48,A
S002,2022-09,P0175,135929.29410967825,3.24,2700,50.34,142.33,64.71,A
S002,2022-09,P0129,134722.54245004657,3.21,2959,45.53,138.97,67.92,A
S002,2022-09,P0046,133424.9342459679,3.18,2603,51.26,138.73,71.1,A
S002,2022-09,P0017,131244.96692876815,3.12,2550,51.47,136.60,74.22,A
S002,2022-09,P0061,130294.79656853677,3.1,2515,51.81,129.07,77.32,A
S002,2022-09,P0068,130136.7767941475,3.1,2903,44.83,148.30,80.42,B
S002,2022-09,P0070,126937.87162046434,3.02,2187,58.04,119.23,83.44,B
S002,2022-09,P0057,122566.3895154953,2.92,2466,49.7,144.33,86.36,B
S002,2022-09,P0149,121701.95843286514,2.9,2714,44.84,136.77,89.26,B
S002,2022-09,P0069,119026.89877667428,2.83,2375,50.12,133.63,92.09,B
S002,2022-09,P0159,117067.41309747695,2.79,2556,45.8,132.63,94.88,B
S002,2022-09,P0116,109139.5143887043,2.6,2379,45.88,130.07,97.48,C
S002,2022-09,P0166,105937.75349102021,2.52,2352,45.04,125.27,100,C
S002,2022-10,P0083,172308.7400123596,4.04,3097,55.64,145.68,4.04,A
S002,2022-10,P0153,170670.75810270305,4.01,3090,55.23,134.74,8.05,A
S002,2022-10,P0068,165872.92115802766,3.89,2820,58.82,139.52,11.94,A
S002,2022-10,P0187,165294.98910503392,3.88,2998,55.14,151.06,15.82,A
S002,2022-10,P0166,157024.91207752228,3.69,3005,52.25,137.97,19.51,A
S002,2022-10,P0126,155423.29303679467,3.65,2942,52.83,148.71,23.16,A
S002,2022-10,P0125,154564.21938858033,3.63,2842,54.39,128.13,26.79,A
S002,2022-10,P0149,154141.9254946709,3.62,2714,56.8,137.52,30.41,A
S002,2022-10,P0066,153891.46814880372,3.61,2854,53.92,143.00,34.02,A
S002,2022-10,P0133,153205.62387070653,3.6,3151,48.62,161.65,37.61,A
S002,2022-10,P0057,149972.45787057877,3.52,2705,55.44,134.55,41.13,A
S002,2022-10,P0067,149430.74867792128,3.51,2766,54.02,140.45,44.64,A
S002,2022-10,P0096,144346.35495271685,3.39,2827,51.06,140.68,48.03,A
S002,2022-10,P0129,142322.19756393434,3.34,2853,49.89,147.61,51.37,A
S002,2022-10,P0031,141340.8541079521,3.32,2351,60.12,131.74,54.69,A
S002,2022-10,P0171,141241.50299606327,3.32,2630,53.7,129.52,58,A
S002,2022-10,P0085,139600.72926630973,3.28,2478,56.34,132.06,61.28,A
S002,2022-10,P0175,138298.84058523178,3.25,2733,50.6,136.52,64.53,A
S002,2022-10,P0116,137257.51269578934,3.22,2937,46.73,149.35,67.75,A
S002,2022-10,P0079,132326.91148662567,3.11,2576,51.37,133.26,70.86,A
S002,2022-10,P0061,130638.70407152176,3.07,2717,48.08,137.94,73.92,A
S002,2022-10,P0046,130087.23616838454,3.05,2986,43.57,139.81,76.98,A
S002,2022-10,P0070,126820.20966835019,2.98,2561,49.52,138.52,79.95,A
S002,2022-10,P0178,126391.9376599312,2.97,2717,46.52,137.06,82.92,B
S002,2022-10,P0094,124591.02236185073,2.92,2744,45.4,131.10,85.84,B
S002,2022-10,P0016,124551.79310989381,2.92,2627,47.41,133.68,88.77,B
S002,2022-10,P0183,123588.16999073027,2.9,2756,44.84,137.19,91.67,B
S002,2022-10,P0017,122964.21054916384,2.89,2744,44.81,136.74,94.56,B
S002,2022-10,P0069,122692.12007150649,2.88,3390,36.19,159.87,97.44,C
S002,2022-10,P0159,109230.24951715468,2.56,2404,45.44,124.68,100,C
S002,2022-11,P0046,227784.46082954406,4.79,4066,56.02,180.40,4.79,A
S002,2022-11,P0057,225559.69049015045,4.75,4168,54.12,185.73,9.54,A
S002,2022-11,P0061,208022.98506441116,4.38,3950,52.66,185.03,13.92,A
S002,2022-11,P0125,206276.82475833892,4.34,3938,52.38,172.00,18.26,A
S002,2022-11,P0066,198331.38587431906,4.17,3903,50.82,173.67,22.44,A
S002,2022-11,P0178,196628.67367172238,4.14,3780,52.02,164.73,26.58,A
S002,2022-11,P0016,194281.59849910735,4.09,3840,50.59,175.30,30.67,A
S002,2022-11,P0187,192818.05028228762,4.06,3971,48.56,182.97,34.73,A
S002,2022-11,P0069,190347.1142030716,4.01,3776,50.41,178.43,38.73,A
S002,2022-11,P0126,190004.9203327179,4,3935,48.29,181.73,42.73,A
S002,2022-11,P0133,165835.68723125456,3.49,3773,43.95,174.13,46.22,A
S002,2022-11,P0116,153856.97158975602,3.24,2966,51.87,141.40,49.46,A
S002,2022-11,P0166,153604.36553583143,3.23,2813,54.61,141.87,52.7,A
S002,2022-11,P0129,142299.99705419538,3,2946,48.3,158.57,55.69,A
S002,2022-11,P0068,142151.814966774,2.99,2868,49.56,149.07,58.68,A
S002,2022-11,P0149,141895.6856491089,2.99,2578,55.04,131.10,61.67,A
S002,2022-11,P0031,141892.86208014487,2.99,2930,48.43,137.40,64.66,A
S002,2022-11,P0085,141890.69730491636,2.99,2525,56.19,127.90,67.64,A
S002,2022-11,P0094,140012.87631072995,2.95,2743,51.04,143.90,70.59,A
S002,2022-11,P0017,137399.0292957306,2.89,2617,52.5,143.13,73.48,A
S002,2022-11,P0096,137318.20622644425,2.89,2847,48.23,151.00,76.37,A
S002,2022-11,P0171,136304.2183013916,2.87,2666,51.13,145.07,79.24,A
S002,2022-11,P0067,136008.2629518509,2.86,3028,44.92,154.53,82.11,B
S002,2022-11,P0070,131440.24400491716,2.77,2550,51.55,145.07,84.87,B
S002,2022-11,P0183,129186.92291641235,2.72,2608,49.53,136.33,87.59,B
S002,2022-11,P0153,127533.4648540497,2.68,2855,44.67,148.90,90.28,B
S002,2022-11,P0175,124511.47805776595,2.62,2481,50.19,134.83,92.9,B
S002,2022-11,P0083,114692.76508750913,2.41,2482,46.21,134.27,95.31,C
S002,2022-11,P0079,111737.58471431733,2.35,2410,46.36,115.70,97.66,C
S002,2022-11,P0159,110946.09897456171,2.34,2391,46.4,123.10,100,C
S002,2022-12,P0066,243050.7758392334,5.14,4120,58.99,185.32,5.14,A
S002,2022-12,P0057,219658.48684329988,4.64,4243,51.77,194.00,9.78,A
S002,2022-12,P0187,213375.38096427915,4.51,4021,53.07,187.35,14.29,A
S002,2022-12,P0016,210605.3981336594,4.45,4222,49.88,185.65,18.74,A
S002,2022-12,P0061,208036.29917869566,4.4,3958,52.56,181.16,23.14,A
S002,2022-12,P0069,198697.57577753064,4.2,4227,47.01,175.03,27.34,A
S002,2022-12,P0046,179769.89255104063,3.8,3733,48.16,166.19,31.14,A
S002,2022-12,P0133,178982.12528748516,3.78,3958,45.22,168.03,34.92,A
S002,2022-12,P0178,178465.2923736572,3.77,4137,43.14,171.90,38.69,A
S002,2022-12,P0126,163314.92821125986,3.45,3807,42.9,166.81,42.14,A
S002,2022-12,P0171,155756.39312286375,3.29,2733,56.99,137.55,45.43,A
S002,2022-12,P0067,151699.81571207044,3.21,2965,51.16,143.84,48.64,A
S002,2022-12,P0129,149598.60879192353,3.16,2908,51.44,148.23,51.8,A
S002,2022-12,P0183,149042.33866844175,3.15,2663,55.97,133.52,54.95,A
S002,2022-12,P0153,146947.73492527008,3.11,2922,50.29,150.06,58.06,A
S002,2022-12,P0070,146323.5308067322,3.09,2816,51.96,140.65,61.15,A
S002,2022-12,P0125,145706.0184096813,3.08,3706,39.32,168.71,64.23,A
S002,2022-12,P0079,143869.61222410208,3.04,3138,45.85,146.81,67.27,A
S002,2022-12,P0096,140359.07886452676,2.97,2897,48.45,141.71,70.24,A
S002,2022-12,P0149,139726.53623037343,2.95,3049,45.83,148.90,73.19,A
S002,2022-12,P0068,138895.80565462116,2.94,2689,51.65,138.39,76.12,A
S002,2022-12,P0116,137680.59610605237,2.91,2824,48.75,150.45,79.03,A
S002,2022-12,P0175,137025.23481597903,2.9,2512,54.55,130.87,81.93,B
S002,2022-12,P0085,135490.7179508686,2.86,2908,46.59,145.68,84.79,B
S002,2022-12,P0031,128417.16817302705,2.71,2641,48.62,129.81,87.51,B
S002,2022-12,P0166,128070.60744457245,2.71,2783,46.02,141.23,90.21,B
S002,2022-12,P0159,124122.11120042801,2.62,2534,48.98,135.13,92.84,B
S002,2022-12,P0083,114530.11274166108,2.42,2495,45.9,144.06,95.26,C
S002,2022-12,P0017,114508.16726903917,2.42,2634,43.47,132.03,97.68,C
S002,2022-12,P0094,109891.42233872414,2.32,2515,43.69,129.35,100,C
S002,2023-01,P0061,252566.62049398426,4.96,4105,61.53,177.48,4.96,A
S002,2023-01,P0133,232562.62612943648,4.56,4386,53.02,189.81,9.52,A
S002,2023-01,P0046,229750.76764192584,4.51,3888,59.09,171.06,14.03,A
S002,2023-01,P0187,217159.30931777952,4.26,4263,50.94,191.26,18.29,A
S002,2023-01,P0016,214592.2657147407,4.21,4042,53.09,181.35,22.5,A
S002,2023-01,P0066,206416.26185712815,4.05,4064,50.79,174.52,26.55,A
S002,2023-01,P0125,198568.10481109621,3.9,4411,45.02,196.06,30.45,A
S002,2023-01,P0178,198531.6199930191,3.9,4023,49.35,175.23,34.34,A
S002,2023-01,P0126,195155.3206871033,3.83,3927,49.7,188.10,38.17,A
S002,2023-01,P0057,191183.0083742142,3.75,3900,49.02,180.65,41.92,A
S002,2023-01,P0069,183224.4691766739,3.6,3902,46.96,180.48,45.52,A
S002,2023-01,P0149,167557.86512899396,3.29,3329,50.33,154.94,48.8,A
S002,2023-01,P0166,166451.1279328346,3.27,2949,56.44,142.32,52.07,A
S002,2023-01,P0085,164400.15176649095,3.23,2807,58.57,146.29,55.3,A
S002,2023-01,P0171,158467.3291586876,3.11,3074,51.55,142.71,58.41,A
S002,2023-01,P0129,157125.75499305726,3.08,2968,52.94,145.68,61.49,A
S002,2023-01,P0067,156923.28619685172,3.08,2884,54.41,136.84,64.57,A
S002,2023-01,P0070,155782.4851020813,3.06,2861,54.45,141.65,67.62,A
S002,2023-01,P0031,147995.30728192328,2.9,2913,50.81,140.48,70.53,A
S002,2023-01,P0175,145870.73182086946,2.86,2938,49.65,139.81,73.39,A
S002,2023-01,P0094,142916.67285604478,2.8,2588,55.22,145.35,76.2,A
S002,2023-01,P0116,140977.85623869897,2.77,3211,43.9,160.87,78.96,A
S002,2023-01,P0096,140398.25898456573,2.75,2885,48.66,139.16,81.72,B
S002,2023-01,P0083,139551.90698394776,2.74,2975,46.91,144.55,84.45,B
S002,2023-01,P0159,135490.53322162628,2.66,2883,47,138.68,87.11,B
S002,2023-01,P0079,133146.8453127861,2.61,2877,46.28,139.71,89.73,B
S002,2023-01,P0153,132006.22412252426,2.59,2715,48.62,155.68,92.32,B
S002,2023-01,P0017,131858.52584462165,2.59,3029,43.53,148.90,94.9,B
S002,2023-01,P0183,131604.0835937977,2.58,3095,42.52,149.48,97.49,C
S002,2023-01,P0068,128150.4923382759,2.51,2710,47.29,149.94,100,C
S002,2023-02,P0061,211955.21483917237,4.81,3710,57.13,182.79,4.81,A
S002,2023-02,P0178,201829.69392528533,4.58,3640,55.45,182.46,9.39,A
S002,2023-02,P0016,196735.96017112728,4.46,3874,50.78,183.64,13.85,A
S002,2023-02,P0133,188959.36284847258,4.29,3629,52.07,176.07,18.14,A
S002,2023-02,P0057,185901.96394138338,4.22,3492,53.24,165.96,22.35,A
S002,2023-02,P0066,184779.39711961744,4.19,3433,53.82,187.82,26.54,A
S002,2023-02,P0046,182414.51504211425,4.14,3774,48.33,169.54,30.68,A
S002,2023-02,P0187,175604.01642704013,3.98,3704,47.41,185.64,34.67,A
S002,2023-02,P0069,158804.24605207445,3.6,3553,44.7,170.86,38.27,A
S002,2023-02,P0116,152027.3466141701,3.45,2761,55.06,145.96,41.72,A
S002,2023-02,P0126,148339.23599691392,3.36,3557,41.7,170.82,45.08,A
S002,2023-02,P0149,145060.0550014496,3.29,2569,56.47,140.32,48.37,A
S002,2023-02,P0094,143953.80140447617,3.27,2914,49.4,157.29,51.64,A
S002,2023-02,P0125,143715.38154387474,3.26,3864,37.19,180.43,54.9,A
S002,2023-02,P0096,143469.54670238495,3.25,2575,55.72,143.39,58.15,A
S002,2023-02,P0083,140982.15983209608,3.2,2836,49.71,141.57,61.35,A
S002,2023-02,P0070,131787.03079128265,2.99,2516,52.38,142.25,64.34,A
S002,2023-02,P0085,131712.31362247467,2.99,2512,52.43,133.18,67.33,A
S002,2023-02,P0017,130893.60160923004,2.97,2532,51.7,140.46,70.3,A
S002,2023-02,P0159,129527.48325014116,2.94,2684,48.26,147.39,73.23,A
S002,2023-02,P0175,126920.55480914116,2.88,2423,52.38,135.00,76.11,A
S002,2023-02,P0166,125831.65991916654,2.85,2619,48.05,136.79,78.97,A
S002,2023-02,P0031,125622.15394620896,2.85,2247,55.91,136.54,81.82,B
S002,2023-02,P0153,123268.06696653365,2.8,2633,46.82,134.93,84.61,B
S002,2023-02,P0079,120684.42155609131,2.74,2247,53.71,130.07,87.35,B
S002,2023-02,P0067,117097.7165001869,2.66,2499,46.86,129.25,90.01,B
S002,2023-02,P0129,114592.46891250611,2.6,2420,47.35,145.71,92.61,B
S002,2023-02,P0068,113725.28125543594,2.58,2372,47.94,122.82,95.19,C
S002,2023-02,P0183,106771.88143701553,2.42,2343,45.57,134.89,97.61,C
S002,2023-02,P0171,105390.9003268242,2.39,2262,46.59,127.36,100,C
S002,2023-03,P0079,192264.55734004974,4.34,3030,63.45,152.19,4.34,A
S002,2023-03,P0094,184807.8802629471,4.18,3341,55.32,160.61,8.52,A
S002,2023-03,P0061,176953.31183881758,4,3237,54.67,158.65,12.52,A
S002,2023-03,P0116,168602.4554954529,3.81,2981,56.56,145.32,16.33,A
S002,2023-03,P0159,168168.07657942772,3.8,3192,52.68,151.90,20.13,A
S002,2023-03,P0046,165651.84169769287,3.74,2894,57.24,148.42,23.87,A
S002,2023-03,P0070,158148.77288041115,3.57,2834,55.8,144.52,27.44,A
S002,2023-03,P0066,157312.08628635405,3.55,2979,52.81,141.61,31,A
S002,2023-03,P0126,156551.2663889408,3.54,3064,51.09,146.26,34.54,A
S002,2023-03,P0057,152489.2174789429,3.45,2894,52.69,132.00,37.98,A
S002,2023-03,P0129,151887.757883358,3.43,3008,50.49,148.39,41.41,A
S002,2023-03,P0149,151527.00657978057,3.42,2941,51.52,138.71,44.84,A
S002,2023-03,P0178,151512.50148754125,3.42,3009,50.35,138.19,48.26,A
S002,2023-03,P0096,146494.7514076233,3.31,2881,50.85,144.16,51.57,A
S002,2023-03,P0187,145844.54950051307,3.3,2939,49.62,152.13,54.87,A
S002,2023-03,P0017,145056.90960965157,3.28,3215,45.12,150.55,58.15,A
S002,2023-03,P0016,144376.32173662185,3.26,2825,51.11,133.16,61.41,A
S002,2023-03,P0153,139666.51845712663,3.16,2776,50.31,131.94,64.56,A
S002,2023-03,P0125,138781.78335514068,3.14,2827,49.09,140.06,67.7,A
S002,2023-03,P0083,138768.76895456313,3.14,2674,51.9,134.03,70.83,A
S002,2023-03,P0166,138093.2413212776,3.12,2756,50.11,142.74,73.96,A
S002,2023-03,P0068,137187.27091207504,3.1,2787,49.22,129.77,77.05,A
S002,2023-03,P0085,133733.36190156935,3.02,2448,54.63,138.81,80.08,B
S002,2023-03,P0175,132869.19691066744,3,2527,52.58,128.58,83.08,B
S002,2023-03,P0069,132809.7954899788,3,2844,46.7,145.71,86.08,B
S002,2023-03,P0133,127961.33499479294,2.89,2614,48.95,131.42,88.97,B
S002,2023-03,P0031,127723.42993040083,2.89,2974,42.95,149.58,91.86,B
S002,2023-03,P0067,126859.07767891884,2.87,2738,46.33,137.77,94.72,B
S002,2023-03,P0183,125963.5572958946,2.85,2848,44.23,139.94,97.57,C
S002,2023-03,P0171,107534.99557733536,2.43,2637,40.78,132.97,100,C
S002,2023-04,P0096,175043.3160333633,4.03,2989,58.56,142.00,4.03,A
S002,2023-04,P0016,172157.6125562668,3.96,3142,54.79,148.57,7.99,A
S002,2023-04,P0046,172117.43065528874,3.96,3135,54.9,146.33,11.94,A
S002,2023-04,P0083,162468.9739998817,3.74,3078,52.78,143.83,15.68,A
S002,2023-04,P0066,160094.4880727768,3.68,2838,56.41,147.57,19.36,A
S002,2023-04,P0133,158958.6207113266,3.66,3148,50.5,154.33,23.02,A
S002,2023-04,P0061,158317.2193210602,3.64,2685,58.96,131.97,26.66,A
S002,2023-04,P0129,156953.01394100187,3.61,2800,56.05,146.03,30.27,A
S002,2023-04,P0094,155235.60704145432,3.57,2921,53.14,149.10,33.84,A
S002,2023-04,P0153,154661.00237636568,3.56,2768,55.87,135.23,37.4,A
S002,2023-04,P0067,154643.97175559995,3.56,3154,49.03,159.87,40.96,A
S002,2023-04,P0116,151262.23225803373,3.48,2762,54.77,147.30,44.44,A
S002,2023-04,P0183,150171.79092035294,3.45,2817,53.31,144.17,47.89,A
S002,2023-04,P0166,149213.1990316391,3.43,2664,56.01,131.40,51.32,A
S002,2023-04,P0178,148793.30047121044,3.42,2646,56.23,144.47,54.74,A
S002,2023-04,P0187,146513.8245979786,3.37,2836,51.66,149.37,58.11,A
S002,2023-04,P0159,145915.6101366997,3.36,3135,46.54,167.47,61.47,A
S002,2023-04,P0069,143884.61445426944,3.31,2764,52.06,141.83,64.78,A
S002,2023-04,P0085,142731.11408228878,3.28,2680,53.26,152.67,68.06,A
S002,2023-04,P0079,139815.6943828583,3.22,2845,49.14,146.13,71.28,A
S002,2023-04,P0070,137317.33897027967,3.16,2467,55.66,130.37,74.44,A
S002,2023-04,P0017,129548.52288484572,2.98,2675,48.43,150.63,77.42,A
S002,2023-04,P0031,128234.79144735336,2.95,2576,49.78,139.43,80.37,B
S002,2023-04,P0126,128085.78606233596,2.95,2900,44.17,154.73,83.31,B
S002,2023-04,P0068,127745.5692369461,2.94,2579,49.53,138.03,86.25,B
S002,2023-04,P0125,122165.37131862642,2.81,2458,49.7,132.20,89.06,B
S002,2023-04,P0057,121810.61727724074,2.8,2647,46.02,140.50,91.86,B
S002,2023-04,P0175,120996.05252513885,2.78,2777,43.57,128.73,94.65,B
S002,2023-04,P0171,117426.6450073242,2.7,2305,50.94,123.13,97.35,C
S002,2023-04,P0149,115345.62671995162,2.65,2830,40.76,131.20,100,C
S002,2023-05,P0178,182777.95617103582,4.13,3218,56.8,151.23,4.13,A
S002,2023-05,P0094,181607.82863206865,4.1,3985,45.57,187.77,8.23,A
S002,2023-05,P0166,177434.22955160143,4.01,3404,52.13,160.19,12.23,A
S002,2023-05,P0067,176030.53280067444,3.97,3213,54.79,153.74,16.21,A
S002,2023-05,P0085,169971.75525054932,3.84,2869,59.24,138.71,20.05,A
S002,2023-05,P0125,167671.11853694913,3.79,3346,50.11,167.23,23.83,A
S002,2023-05,P0133,159785.41951522828,3.61,2902,55.06,156.48,27.44,A
S002,2023-05,P0069,157146.21173400874,3.55,2931,53.62,139.74,30.99,A
S002,2023-05,P0153,157113.79696245195,3.55,3236,48.55,155.71,34.54,A
S002,2023-05,P0066,155707.53209095,3.52,2876,54.14,143.48,38.05,A
S002,2023-05,P0017,151740.8897141934,3.43,2908,52.18,148.90,41.48,A
S002,2023-05,P0183,149554.37314414978,3.38,2721,54.96,139.00,44.86,A
S002,2023-05,P0096,148589.31415433885,3.36,2891,51.4,135.06,48.21,A
S002,2023-05,P0126,146766.66526908876,3.31,2909,50.45,145.61,51.52,A
S002,2023-05,P0149,145385.04686803816,3.28,2838,51.23,139.26,54.81,A
S002,2023-05,P0171,145279.71722431184,3.28,2660,54.62,132.45,58.09,A
S002,2023-05,P0083,144943.82048382759,3.27,3027,47.88,144.52,61.36,A
S002,2023-05,P0116,141733.90818004607,3.2,2530,56.02,129.23,64.56,A
S002,2023-05,P0046,141376.67642269132,3.19,2844,49.71,139.13,67.75,A
S002,2023-05,P0016,140216.65178527829,3.17,2824,49.65,145.65,70.92,A
S002,2023-05,P0129,136253.6193687439,3.08,3103,43.91,150.81,73.99,A
S002,2023-05,P0061,135117.42414627073,3.05,2632,51.34,128.32,77.05,A
S002,2023-05,P0068,134807.87080869675,3.04,2443,55.18,118.32,80.09,B
S002,2023-05,P0079,133905.19868679048,3.02,2830,47.32,142.35,83.11,B
S002,2023-05,P0031,133577.07231464385,3.02,2721,49.09,140.81,86.13,B
S002,2023-05,P0187,131603.29639873505,2.97,2883,45.65,141.42,89.1,B
S002,2023-05,P0057,123370.61263771057,2.79,2715,45.44,128.90,91.89,B
S002,2023-05,P0175,122795.97132081985,2.77,2569,47.8,131.32,94.66,B
S002,2023-05,P0070,120626.40742154121,2.72,2813,42.88,137.81,97.38,C
S002,2023-05,P0159,115906.89173517226,2.62,2603,44.53,139.32,100,C
S002,2023-06,P0166,181738.38265724183,4.31,3550,51.19,167.03,4.31,A
S002,2023-06,P0079,178677.88642592428,4.24,3100,57.64,157.17,8.55,A
S002,2023-06,P0016,175354.1412291527,4.16,3073,57.06,143.33,12.7,A
S002,2023-06,P0094,168561.11106615068,4,3534,47.7,161.87,16.7,A
S002,2023-06,P0069,164179.54584026337,3.89,2862,57.37,143.73,20.59,A
S002,2023-06,P0133,149792.30784626005,3.55,2729,54.89,133.53,24.15,A
S002,2023-06,P0153,149781.98500194552,3.55,2771,54.05,135.70,27.7,A
S002,2023-06,P0116,149574.22239112854,3.55,2795,53.51,142.87,31.24,A
S002,2023-06,P0126,147383.06504135128,3.49,2559,57.59,140.40,34.74,A
S002,2023-06,P0178,144045.90437698364,3.42,2842,50.68,140.00,38.15,A
S002,2023-06,P0057,143683.17291126252,3.41,2802,51.28,139.33,41.56,A
S002,2023-06,P0067,143409.59138507844,3.4,2740,52.34,143.77,44.96,A
S002,2023-06,P0175,142058.3678337097,3.37,2898,49.02,138.57,48.33,A
S002,2023-06,P0085,140178.46780190466,3.32,2847,49.24,144.13,51.65,A
S002,2023-06,P0046,139274.31157722475,3.3,2733,50.96,135.50,54.96,A
S002,2023-06,P0096,137539.5496073246,3.26,2899,47.44,144.37,58.22,A
S002,2023-06,P0183,134351.18529396056,3.19,2409,55.77,139.07,61.4,A
S002,2023-06,P0171,134288.777112484,3.18,2578,52.09,142.87,64.59,A
S002,2023-06,P0031,133520.2401578903,3.17,2579,51.77,141.33,67.75,A
S002,2023-06,P0083,132191.72487864492,3.13,2848,46.42,139.97,70.89,A
S002,2023-06,P0187,132059.89029226304,3.13,2897,45.59,138.87,74.02,A
S002,2023-06,P0070,127275.24875230787,3.02,2630,48.39,145.03,77.04,A
S002,2023-06,P0068,126604.99324569703,3,2486,50.93,127.63,80.04,B
S002,2023-06,P0017,126470.19796390536,3,2783,45.44,147.87,83.04,B
S002,2023-06,P0129,124119.49959821704,2.94,2743,45.25,142.47,85.98,B
S002,2023-06,P0149,123515.02310333255,2.93,2577,47.93,138.87,88.91,B
S002,2023-06,P0159,122718.16402664181,2.91,2581,47.55,130.53,91.82,B
S002,2023-06,P0125,121339.01885414125,2.88,2858,42.46,150.70,94.7,B
S002,2023-06,P0061,118064.54244174958,2.8,2776,42.53,148.43,97.5,C
S002,2023-06,P0066,105527.05626955033,2.5,2681,39.36,154.47,100,C
S002,2023-07,P0094,176924.61725072865,4.02,3586,49.34,181.06,4.02,A
S002,2023-07,P0066,173993.9856648445,3.95,3105,56.04,162.68,7.97,A
S002,2023-07,P0067,169532.77856721877,3.85,3158,53.68,142.48,11.82,A
S002,2023-07,P0016,165786.366847229,3.77,3145,52.71,152.03,15.59,A
S002,2023-07,P0126,165169.58833799363,3.75,3002,55.02,154.13,19.34,A
S002,2023-07,P0166,164271.909073925,3.73,3687,44.55,165.52,23.07,A
S002,2023-07,P0096,162900.81447639465,3.7,3209,50.76,149.19,26.78,A
S002,2023-07,P0017,158476.79729232786,3.6,3075,51.54,144.16,30.38,A
S002,2023-07,P0171,155273.59797039034,3.53,2874,54.03,145.81,33.9,A
S002,2023-07,P0153,152765.83725757597,3.47,2880,53.04,144.52,37.37,A
S002,2023-07,P0175,148641.77998142244,3.38,2684,55.38,140.94,40.75,A
S002,2023-07,P0116,148337.92091999055,3.37,3029,48.97,149.87,44.12,A
S002,2023-07,P0159,146468.28726329806,3.33,2828,51.79,136.35,47.45,A
