Date,Product_ID,Store_ID,Inventory_Level,Recommended_Reorder_Threshold,Status
2022-10-31,P0061,S003,126,84.29,"Sufficient Stock"
2022-11-01,P0061,S003,150,84.43,"Sufficient Stock"
2022-11-02,P0061,S003,203,96.43,"Sufficient Stock"
2022-11-03,P0061,S003,151,101.43,"Sufficient Stock"
2022-11-04,P0061,S003,148,107.00,"Sufficient Stock"
2022-11-05,P0061,S003,208,106.57,"Sufficient Stock"
2022-11-06,P0061,S003,178,109.71,"Sufficient Stock"
2022-11-07,P0061,S003,227,121.43,"Sufficient Stock"
2022-11-08,P0061,S003,108,122.14,"Reorder Now"
2022-11-09,P0061,S003,146,116.71,"Sufficient Stock"
2022-11-10,P0061,S003,215,124.29,"Sufficient Stock"
2022-11-11,P0061,S003,246,132.86,"Sufficient Stock"
2022-11-12,P0061,S003,268,137.29,"Sufficient Stock"
2022-11-13,P0061,S003,197,138.86,"Sufficient Stock"
2022-11-14,P0061,S003,162,145.14,"Sufficient Stock"
2022-11-15,P0061,S003,157,148.29,"Sufficient Stock"
2022-11-16,P0061,S003,283,161.43,"Sufficient Stock"
2022-11-17,P0061,S003,214,157.29,"Sufficient Stock"
2022-11-18,P0061,S003,188,147.43,"Sufficient Stock"
2022-11-19,P0061,S003,118,138.43,"Reorder Now"
2022-11-20,P0061,S003,249,139.29,"Sufficient Stock"
2022-11-21,P0061,S003,152,126.57,"Sufficient Stock"
2022-11-22,P0061,S003,154,129.43,"Sufficient Stock"
2022-11-23,P0061,S003,142,121.29,"Sufficient Stock"
2022-11-24,P0061,S003,222,122.57,"Sufficient Stock"
2022-11-25,P0061,S003,213,126.00,"Sufficient Stock"
2022-11-26,P0061,S003,212,133.57,"Sufficient Stock"
2022-11-27,P0061,S003,112,128.14,"Reorder Now"
2022-11-28,P0061,S003,94,118.57,"Reorder Now"
2022-11-29,P0061,S003,160,123.71,"Sufficient Stock"
2022-11-30,P0061,S003,202,121.00,"Sufficient Stock"
2022-12-01,P0061,S003,153,110.57,"Sufficient Stock"
2022-12-02,P0061,S003,112,103.86,"Sufficient Stock"
2022-12-03,P0061,S003,178,104.86,"Sufficient Stock"
2022-12-04,P0061,S003,174,104.43,"Sufficient Stock"
2022-12-05,P0061,S003,91,113.43,"Reorder Now"
2022-12-06,P0061,S003,169,113.57,"Sufficient Stock"
2022-12-07,P0061,S003,146,116.29,"Sufficient Stock"
2022-12-08,P0061,S003,40,110.86,"Reorder Now"
2022-12-09,P0061,S003,180,120.00,"Sufficient Stock"
2022-12-10,P0061,S003,167,112.57,"Sufficient Stock"
2022-12-11,P0061,S003,159,118.00,"Sufficient Stock"
2022-12-12,P0061,S003,195,134.86,"Sufficient Stock"
2022-12-13,P0061,S003,200,127.00,"Sufficient Stock"
2022-12-14,P0061,S003,136,123.57,"Sufficient Stock"
2022-12-15,P0061,S003,278,140.57,"Sufficient Stock"
2022-12-16,P0061,S003,135,135.43,"Reorder Now"
2022-12-17,P0061,S003,194,136.71,"Sufficient Stock"
2022-12-18,P0061,S003,200,131.43,"Sufficient Stock"
2022-12-19,P0061,S003,228,125.57,"Sufficient Stock"
2022-12-20,P0061,S003,78,123.43,"Reorder Now"
2022-12-21,P0061,S003,275,136.00,"Sufficient Stock"
2022-12-22,P0061,S003,202,131.71,"Sufficient Stock"
2022-12-23,P0061,S003,230,141.29,"Sufficient Stock"
2022-12-24,P0061,S003,106,135.29,"Reorder Now"
2022-12-25,P0061,S003,239,140.14,"Sufficient Stock"
2022-12-26,P0061,S003,112,126.14,"Reorder Now"
2022-12-27,P0061,S003,218,133.43,"Sufficient Stock"
2022-12-28,P0061,S003,168,131.71,"Sufficient Stock"
2022-12-29,P0061,S003,221,132.71,"Sufficient Stock"
2022-12-30,P0061,S003,117,122.71,"Reorder Now"
2022-12-31,P0061,S003,123,124.00,"Reorder Now"
2023-01-01,P0061,S003,170,126.43,"Sufficient Stock"
2023-01-02,P0061,S003,142,134.71,"Sufficient Stock"
2023-01-03,P0061,S003,159,135.57,"Sufficient Stock"
2023-01-04,P0061,S003,236,134.43,"Sufficient Stock"
2023-01-05,P0061,S003,202,134.00,"Sufficient Stock"
2023-01-06,P0061,S003,156,140.00,"Sufficient Stock"
2023-01-07,P0061,S003,240,150.86,"Sufficient Stock"
2023-01-08,P0061,S003,121,146.00,"Reorder Now"
2023-01-09,P0061,S003,126,141.71,"Reorder Now"
2023-01-10,P0061,S003,163,142.86,"Sufficient Stock"
2023-01-11,P0061,S003,187,140.29,"Sufficient Stock"
2023-01-12,P0061,S003,213,142.86,"Sufficient Stock"
2023-01-13,P0061,S003,177,140.71,"Sufficient Stock"
2023-01-14,P0061,S003,97,129.71,"Reorder Now"
2023-01-15,P0061,S003,152,129.43,"Sufficient Stock"
2023-01-16,P0061,S003,60,123.43,"Reorder Now"
2023-01-17,P0061,S003,167,118.00,"Sufficient Stock"
2023-01-18,P0061,S003,199,120.29,"Sufficient Stock"
2023-01-19,P0061,S003,187,114.14,"Sufficient Stock"
2023-01-20,P0061,S003,139,114.00,"Sufficient Stock"
2023-01-21,P0061,S003,101,114.57,"Reorder Now"
2023-01-22,P0061,S003,168,115.43,"Sufficient Stock"
2023-01-23,P0061,S003,141,119.43,"Sufficient Stock"
2023-01-24,P0061,S003,116,112.00,"Sufficient Stock"
2023-01-25,P0061,S003,245,113.43,"Sufficient Stock"
2023-01-26,P0061,S003,170,110.29,"Sufficient Stock"
2023-01-27,P0061,S003,260,116.00,"Sufficient Stock"
2023-01-28,P0061,S003,181,121.86,"Sufficient Stock"
2023-01-29,P0061,S003,146,117.43,"Sufficient Stock"
2023-01-30,P0061,S003,267,133.14,"Sufficient Stock"
2023-01-31,P0061,S003,176,142.57,"Sufficient Stock"
2023-02-01,P0061,S003,132,129.14,"Sufficient Stock"
2023-02-02,P0061,S003,227,144.14,"Sufficient Stock"
2023-02-03,P0061,S003,202,138.43,"Sufficient Stock"
2023-02-04,P0061,S003,205,133.29,"Sufficient Stock"
2023-02-05,P0061,S003,78,126.00,"Reorder Now"
2023-02-06,P0061,S003,244,118.00,"Sufficient Stock"
2023-02-07,P0061,S003,132,110.14,"Sufficient Stock"
2023-02-08,P0061,S003,170,116.14,"Sufficient Stock"
2023-02-09,P0061,S003,117,107.71,"Sufficient Stock"
2023-02-10,P0061,S003,150,103.14,"Sufficient Stock"
2023-02-11,P0061,S003,174,104.14,"Sufficient Stock"
2023-02-12,P0061,S003,329,128.57,"Sufficient Stock"
2023-02-13,P0061,S003,193,126.29,"Sufficient Stock"
2023-02-14,P0061,S003,256,139.14,"Sufficient Stock"
2023-02-15,P0061,S003,126,129.00,"Reorder Now"
2023-02-16,P0061,S003,90,125.86,"Reorder Now"
2023-02-17,P0061,S003,175,125.57,"Sufficient Stock"
2023-02-18,P0061,S003,139,125.57,"Sufficient Stock"
2023-02-19,P0061,S003,212,115.43,"Sufficient Stock"
2023-02-20,P0061,S003,184,124.57,"Sufficient Stock"
2023-02-21,P0061,S003,243,126.86,"Sufficient Stock"
2023-02-22,P0061,S003,242,143.43,"Sufficient Stock"
2023-02-23,P0061,S003,271,160.00,"Sufficient Stock"
2023-02-24,P0061,S003,197,168.00,"Sufficient Stock"
2023-02-25,P0061,S003,214,178.57,"Sufficient Stock"
2023-02-26,P0061,S003,144,181.29,"Reorder Now"
2023-02-27,P0061,S003,95,160.57,"Reorder Now"
2023-02-28,P0061,S003,151,148.00,"Sufficient Stock"
2023-03-01,P0061,S003,154,134.14,"Sufficient Stock"
2023-03-02,P0061,S003,149,115.57,"Sufficient Stock"
2023-03-03,P0061,S003,104,105.00,"Reorder Now"
2023-03-04,P0061,S003,131,90.71,"Sufficient Stock"
2023-03-05,P0061,S003,103,76.00,"Sufficient Stock"
2023-03-06,P0061,S003,158,81.86,"Sufficient Stock"
2023-03-07,P0061,S003,202,92.29,"Sufficient Stock"
2023-03-08,P0061,S003,181,98.57,"Sufficient Stock"
2023-03-09,P0061,S003,156,102.86,"Sufficient Stock"
2023-03-10,P0061,S003,147,105.29,"Sufficient Stock"
2023-03-11,P0061,S003,148,107.14,"Sufficient Stock"
2023-03-12,P0061,S003,182,114.00,"Sufficient Stock"
2023-03-13,P0061,S003,184,115.29,"Sufficient Stock"
2023-03-14,P0061,S003,66,100.43,"Reorder Now"
2023-03-15,P0061,S003,28,85.57,"Reorder Now"
2023-03-16,P0061,S003,84,79.57,"Sufficient Stock"
2023-03-17,P0061,S003,150,80.00,"Sufficient Stock"
2023-03-18,P0061,S003,104,68.29,"Sufficient Stock"
2023-03-19,P0061,S003,201,72.14,"Sufficient Stock"
2023-03-20,P0061,S003,122,62.29,"Sufficient Stock"
2023-03-21,P0061,S003,129,66.14,"Sufficient Stock"
2023-03-22,P0061,S003,108,71.43,"Sufficient Stock"
2023-03-23,P0061,S003,111,70.57,"Sufficient Stock"
2023-03-24,P0061,S003,51,61.00,"Reorder Now"
2023-03-25,P0061,S003,100,65.14,"Sufficient Stock"
2023-03-26,P0061,S003,117,55.57,"Sufficient Stock"
2023-03-27,P0061,S003,186,69.29,"Sufficient Stock"
2023-03-28,P0061,S003,159,70.00,"Sufficient Stock"
2023-03-29,P0061,S003,82,70.43,"Sufficient Stock"
2023-03-30,P0061,S003,88,68.57,"Sufficient Stock"
2023-03-31,P0061,S003,154,82.14,"Sufficient Stock"
2023-04-01,P0061,S003,133,94.14,"Sufficient Stock"
2023-04-02,P0061,S003,141,103.00,"Sufficient Stock"
2023-04-03,P0061,S003,139,93.14,"Sufficient Stock"
2023-04-04,P0061,S003,142,93.29,"Sufficient Stock"
2023-04-05,P0061,S003,70,95.86,"Reorder Now"
2023-04-06,P0061,S003,60,97.57,"Reorder Now"
2023-04-07,P0061,S003,127,89.57,"Sufficient Stock"
2023-04-08,P0061,S003,164,86.86,"Sufficient Stock"
2023-04-09,P0061,S003,172,81.86,"Sufficient Stock"
2023-04-10,P0061,S003,221,90.14,"Sufficient Stock"
2023-04-11,P0061,S003,67,84.29,"Reorder Now"
2023-04-12,P0061,S003,101,85.86,"Sufficient Stock"
2023-04-13,P0061,S003,94,90.43,"Sufficient Stock"
2023-04-14,P0061,S003,88,91.29,"Reorder Now"
2023-04-15,P0061,S003,160,87.14,"Sufficient Stock"
2023-04-16,P0061,S003,134,89.43,"Sufficient Stock"
2023-04-17,P0061,S003,151,88.14,"Sufficient Stock"
2023-04-18,P0061,S003,60,88.71,"Reorder Now"
2023-04-19,P0061,S003,218,95.43,"Sufficient Stock"
2023-04-20,P0061,S003,140,92.43,"Sufficient Stock"
2023-04-21,P0061,S003,152,93.29,"Sufficient Stock"
2023-04-22,P0061,S003,119,97.43,"Sufficient Stock"
2023-04-23,P0061,S003,144,89.57,"Sufficient Stock"
2023-04-24,P0061,S003,95,81.57,"Sufficient Stock"
2023-04-25,P0061,S003,161,89.71,"Sufficient Stock"
2023-04-26,P0061,S003,60,81.43,"Reorder Now"
2023-04-27,P0061,S003,37,73.71,"Reorder Now"
2023-04-28,P0061,S003,149,75.86,"Sufficient Stock"
2023-04-29,P0061,S003,130,76.71,"Sufficient Stock"
2023-04-30,P0061,S003,81,74.14,"Sufficient Stock"
2023-05-01,P0061,S003,116,72.57,"Sufficient Stock"
2023-05-02,P0061,S003,94,71.86,"Sufficient Stock"
2023-05-03,P0061,S003,164,78.43,"Sufficient Stock"
2023-05-04,P0061,S003,195,90.71,"Sufficient Stock"
2023-05-05,P0061,S003,142,88.43,"Sufficient Stock"
2023-05-06,P0061,S003,160,87.29,"Sufficient Stock"
2023-05-07,P0061,S003,57,88.57,"Reorder Now"
2023-05-08,P0061,S003,69,87.57,"Reorder Now"
2023-05-09,P0061,S003,198,86.71,"Sufficient Stock"
2023-05-10,P0061,S003,92,80.14,"Sufficient Stock"
2023-05-11,P0061,S003,188,84.86,"Sufficient Stock"
2023-05-12,P0061,S003,194,89.14,"Sufficient Stock"
2023-05-13,P0061,S003,96,88.86,"Sufficient Stock"
2023-05-14,P0061,S003,197,95.29,"Sufficient Stock"
2023-05-15,P0061,S003,232,107.86,"Sufficient Stock"
2023-05-16,P0061,S003,183,108.71,"Sufficient Stock"
2023-05-17,P0061,S003,135,117.14,"Sufficient Stock"
2023-05-18,P0061,S003,153,110.71,"Sufficient Stock"
2023-05-19,P0061,S003,191,111.00,"Sufficient Stock"
2023-05-20,P0061,S003,216,112.71,"Sufficient Stock"
2023-05-21,P0061,S003,156,111.86,"Sufficient Stock"
2023-05-22,P0061,S003,157,111.00,"Sufficient Stock"
2023-05-23,P0061,S003,125,108.43,"Sufficient Stock"
2023-05-24,P0061,S003,175,106.71,"Sufficient Stock"
2023-05-25,P0061,S003,151,104.57,"Sufficient Stock"
2023-05-26,P0061,S003,147,97.14,"Sufficient Stock"
2023-05-27,P0061,S003,139,96.43,"Sufficient Stock"
2023-05-28,P0061,S003,149,96.00,"Sufficient Stock"
2023-05-29,P0061,S003,63,86.57,"Reorder Now"
2023-05-30,P0061,S003,113,85.86,"Sufficient Stock"
2023-05-31,P0061,S003,85,77.57,"Sufficient Stock"
2023-06-01,P0061,S003,177,80.00,"Sufficient Stock"
2023-06-02,P0061,S003,169,86.57,"Sufficient Stock"
2023-06-03,P0061,S003,75,79.86,"Reorder Now"
2023-06-04,P0061,S003,99,77.71,"Sufficient Stock"
2023-06-05,P0061,S003,103,84.29,"Sufficient Stock"
2023-06-06,P0061,S003,108,81.29,"Sufficient Stock"
2023-06-07,P0061,S003,140,90.14,"Sufficient Stock"
2023-06-08,P0061,S003,24,76.71,"Reorder Now"
2023-06-09,P0061,S003,117,72.57,"Sufficient Stock"
2023-06-10,P0061,S003,185,77.57,"Sufficient Stock"
2023-06-11,P0061,S003,105,78.57,"Sufficient Stock"
2023-06-12,P0061,S003,117,72.71,"Sufficient Stock"
2023-06-13,P0061,S003,101,76.43,"Sufficient Stock"
2023-06-14,P0061,S003,171,70.57,"Sufficient Stock"
2023-06-15,P0061,S003,149,82.71,"Sufficient Stock"
2023-06-16,P0061,S003,103,81.00,"Sufficient Stock"
2023-06-17,P0061,S003,185,81.43,"Sufficient Stock"
2023-06-18,P0061,S003,174,88.29,"Sufficient Stock"
2023-06-19,P0061,S003,128,91.00,"Sufficient Stock"
2023-06-20,P0061,S003,207,96.86,"Sufficient Stock"
2023-06-21,P0061,S003,157,100.57,"Sufficient Stock"
2023-06-22,P0061,S003,174,108.14,"Sufficient Stock"
2023-06-23,P0061,S003,223,113.43,"Sufficient Stock"
2023-06-24,P0061,S003,173,115.57,"Sufficient Stock"
2023-06-25,P0061,S003,212,113.71,"Sufficient Stock"
2023-06-26,P0061,S003,154,120.86,"Sufficient Stock"
2023-06-27,P0061,S003,102,113.71,"Reorder Now"
2023-06-28,P0061,S003,85,106.14,"Reorder Now"
2023-06-29,P0061,S003,109,99.00,"Sufficient Stock"
2023-06-30,P0061,S003,90,89.29,"Sufficient Stock"
2023-07-01,P0061,S003,110,84.57,"Sufficient Stock"
2023-07-02,P0061,S003,111,84.43,"Sufficient Stock"
2023-07-03,P0061,S003,155,83.00,"Sufficient Stock"
2023-07-04,P0061,S003,197,89.00,"Sufficient Stock"
2023-07-05,P0061,S003,127,93.86,"Sufficient Stock"
2023-07-06,P0061,S003,120,95.57,"Sufficient Stock"
2023-07-07,P0061,S003,128,100.29,"Sufficient Stock"
2023-07-08,P0061,S003,130,102.71,"Sufficient Stock"
2023-07-09,P0061,S003,188,100.71,"Sufficient Stock"
2023-07-10,P0061,S003,76,90.86,"Reorder Now"
2023-07-11,P0061,S003,85,86.71,"Reorder Now"
2023-07-12,P0061,S003,110,85.71,"Sufficient Stock"
2023-07-13,P0061,S003,49,76.71,"Reorder Now"
2023-07-14,P0061,S003,113,77.00,"Sufficient Stock"
2023-07-15,P0061,S003,173,76.14,"Sufficient Stock"
2023-07-16,P0061,S003,111,71.43,"Sufficient Stock"
2023-07-17,P0061,S003,142,70.71,"Sufficient Stock"
2023-07-18,P0061,S003,203,73.86,"Sufficient Stock"
2023-07-19,P0061,S003,234,82.86,"Sufficient Stock"
2023-07-20,P0061,S003,280,100.14,"Sufficient Stock"
2023-07-21,P0061,S003,123,98.43,"Sufficient Stock"
2023-07-22,P0061,S003,167,96.29,"Sufficient Stock"
2023-07-23,P0061,S003,129,99.14,"Sufficient Stock"
2023-07-24,P0061,S003,230,113.43,"Sufficient Stock"
2023-07-25,P0061,S003,167,108.29,"Sufficient Stock"
2023-07-26,P0061,S003,168,103.14,"Sufficient Stock"
2023-07-27,P0061,S003,144,94.29,"Sufficient Stock"
2023-07-28,P0061,S003,183,96.57,"Sufficient Stock"
2023-07-29,P0061,S003,122,102.57,"Sufficient Stock"
2023-07-30,P0061,S003,137,99.14,"Sufficient Stock"
2023-07-31,P0061,S003,189,101.57,"Sufficient Stock"
2023-08-01,P0061,S003,148,106.14,"Sufficient Stock"
2023-08-02,P0061,S003,128,102.00,"Sufficient Stock"
2023-08-03,P0061,S003,97,98.57,"Reorder Now"
2023-08-04,P0061,S003,132,92.71,"Sufficient Stock"
2023-08-05,P0061,S003,215,96.86,"Sufficient Stock"
2023-08-06,P0061,S003,92,99.57,"Reorder Now"
2023-08-07,P0061,S003,136,91.14,"Sufficient Stock"
2023-08-08,P0061,S003,122,84.57,"Sufficient Stock"
2023-08-09,P0061,S003,85,81.00,"Sufficient Stock"
2023-08-10,P0061,S003,174,88.29,"Sufficient Stock"
2023-08-11,P0061,S003,130,89.71,"Sufficient Stock"
2023-08-12,P0061,S003,119,84.14,"Sufficient Stock"
2023-08-13,P0061,S003,115,87.29,"Sufficient Stock"
2023-08-14,P0061,S003,169,89.43,"Sufficient Stock"
2023-08-15,P0061,S003,182,93.00,"Sufficient Stock"
2023-08-16,P0061,S003,83,96.43,"Reorder Now"
2023-08-17,P0061,S003,55,83.14,"Reorder Now"
2023-08-18,P0061,S003,99,91.00,"Sufficient Stock"
2023-08-19,P0061,S003,192,97.00,"Sufficient Stock"
2023-08-20,P0061,S003,53,89.57,"Reorder Now"
2023-08-21,P0061,S003,191,95.00,"Sufficient Stock"
2023-08-22,P0061,S003,88,91.57,"Reorder Now"
2023-08-23,P0061,S003,101,93.71,"Sufficient Stock"
2023-08-24,P0061,S003,78,96.14,"Reorder Now"
2023-08-25,P0061,S003,115,91.14,"Sufficient Stock"
2023-08-26,P0061,S003,198,84.71,"Sufficient Stock"
2023-08-27,P0061,S003,225,100.57,"Sufficient Stock"
2023-08-28,P0061,S003,73,88.57,"Reorder Now"
2023-08-29,P0061,S003,152,91.43,"Sufficient Stock"
2023-08-30,P0061,S003,128,90.71,"Sufficient Stock"
2023-08-31,P0061,S003,194,96.57,"Sufficient Stock"
2023-09-01,P0061,S003,129,97.29,"Sufficient Stock"
2023-09-02,P0061,S003,142,92.14,"Sufficient Stock"
2023-09-03,P0061,S003,114,81.57,"Sufficient Stock"
2023-09-04,P0061,S003,171,93.29,"Sufficient Stock"
2023-09-05,P0061,S003,150,100.14,"Sufficient Stock"
2023-09-06,P0061,S003,106,103.29,"Sufficient Stock"
2023-09-07,P0061,S003,172,102.00,"Sufficient Stock"
2023-09-08,P0061,S003,186,112.00,"Sufficient Stock"
2023-09-09,P0061,S003,131,109.43,"Sufficient Stock"
2023-09-10,P0061,S003,144,106.29,"Sufficient Stock"
2023-09-11,P0061,S003,208,102.71,"Sufficient Stock"
2023-09-12,P0061,S003,126,91.14,"Sufficient Stock"
2023-09-13,P0061,S003,173,87.71,"Sufficient Stock"
2023-09-14,P0061,S003,139,88.86,"Sufficient Stock"
2023-09-15,P0061,S003,169,84.71,"Sufficient Stock"
2023-09-16,P0061,S003,138,85.43,"Sufficient Stock"
2023-09-17,P0061,S003,137,83.00,"Sufficient Stock"
2023-09-18,P0061,S003,185,77.00,"Sufficient Stock"
2023-09-19,P0061,S003,161,82.71,"Sufficient Stock"
2023-09-20,P0061,S003,136,82.57,"Sufficient Stock"
2023-09-21,P0061,S003,217,85.71,"Sufficient Stock"
2023-09-22,P0061,S003,120,80.00,"Sufficient Stock"
2023-09-23,P0061,S003,86,82.71,"Sufficient Stock"
2023-09-24,P0061,S003,146,95.00,"Sufficient Stock"
2023-09-25,P0061,S003,91,97.71,"Reorder Now"
2023-09-26,P0061,S003,100,95.14,"Sufficient Stock"
2023-09-27,P0061,S003,86,87.86,"Reorder Now"
2023-09-28,P0061,S003,179,87.00,"Sufficient Stock"
2023-09-29,P0061,S003,108,85.71,"Sufficient Stock"
2023-09-30,P0061,S003,87,86.14,"Sufficient Stock"
2023-10-01,P0061,S003,194,85.43,"Sufficient Stock"
2023-10-02,P0061,S003,156,87.57,"Sufficient Stock"
2023-10-03,P0061,S003,176,94.57,"Sufficient Stock"
2023-10-04,P0061,S003,150,109.14,"Sufficient Stock"
2023-10-05,P0061,S003,188,112.29,"Sufficient Stock"
2023-10-06,P0061,S003,184,113.57,"Sufficient Stock"
2023-10-07,P0061,S003,135,118.29,"Sufficient Stock"
2023-10-08,P0061,S003,125,108.86,"Sufficient Stock"
2023-10-09,P0061,S003,132,106.71,"Sufficient Stock"
2023-10-10,P0061,S003,133,100.43,"Sufficient Stock"
2023-10-11,P0061,S003,119,94.71,"Sufficient Stock"
2023-10-12,P0061,S003,119,88.00,"Sufficient Stock"
2023-10-13,P0061,S003,76,84.43,"Reorder Now"
2023-10-14,P0061,S003,115,74.43,"Sufficient Stock"
2023-10-15,P0061,S003,168,79.14,"Sufficient Stock"
2023-10-16,P0061,S003,76,68.00,"Sufficient Stock"
2023-10-17,P0061,S003,129,71.14,"Sufficient Stock"
2023-10-18,P0061,S003,108,68.86,"Sufficient Stock"
2023-10-19,P0061,S003,182,73.86,"Sufficient Stock"
2023-10-20,P0061,S003,152,77.43,"Sufficient Stock"
2023-10-21,P0061,S003,136,87.29,"Sufficient Stock"
2023-10-22,P0061,S003,121,90.29,"Sufficient Stock"
2023-10-23,P0061,S003,166,100.57,"Sufficient Stock"
2023-10-24,P0061,S003,103,91.86,"Sufficient Stock"
2023-10-25,P0061,S003,202,95.71,"Sufficient Stock"
2023-10-26,P0061,S003,160,91.14,"Sufficient Stock"
2023-10-27,P0061,S003,138,88.14,"Sufficient Stock"
2023-10-28,P0061,S003,153,85.57,"Sufficient Stock"
2023-10-29,P0061,S003,153,88.71,"Sufficient Stock"
2023-10-30,P0061,S003,171,94.71,"Sufficient Stock"
2023-10-31,P0061,S003,47,97.14,"Reorder Now"
2023-11-01,P0061,S003,135,103.43,"Sufficient Stock"
2023-11-02,P0061,S003,173,108.14,"Sufficient Stock"
2023-11-03,P0061,S003,226,122.29,"Sufficient Stock"
2023-11-04,P0061,S003,189,134.29,"Sufficient Stock"
2023-11-05,P0061,S003,251,135.14,"Sufficient Stock"
2023-11-06,P0061,S003,186,142.86,"Sufficient Stock"
2023-11-07,P0061,S003,201,153.29,"Sufficient Stock"
2023-11-08,P0061,S003,208,166.86,"Sufficient Stock"
2023-11-09,P0061,S003,126,162.57,"Reorder Now"
2023-11-10,P0061,S003,182,156.00,"Sufficient Stock"
2023-11-11,P0061,S003,157,149.86,"Sufficient Stock"
2023-11-12,P0061,S003,80,136.00,"Reorder Now"
2023-11-13,P0061,S003,231,138.57,"Sufficient Stock"
2023-11-14,P0061,S003,56,128.00,"Reorder Now"
2023-11-15,P0061,S003,242,114.71,"Sufficient Stock"
2023-11-16,P0061,S003,261,121.57,"Sufficient Stock"
2023-11-17,P0061,S003,138,120.57,"Sufficient Stock"
2023-11-18,P0061,S003,256,125.71,"Sufficient Stock"
2023-11-19,P0061,S003,114,128.43,"Reorder Now"
2023-11-20,P0061,S003,101,113.29,"Reorder Now"
2023-11-21,P0061,S003,216,131.29,"Sufficient Stock"
2023-11-22,P0061,S003,310,136.00,"Sufficient Stock"
2023-11-23,P0061,S003,191,134.29,"Sufficient Stock"
2023-11-24,P0061,S003,160,139.29,"Sufficient Stock"
2023-11-25,P0061,S003,112,132.00,"Reorder Now"
2023-11-26,P0061,S003,148,140.86,"Sufficient Stock"
2023-11-27,P0061,S003,201,143.57,"Sufficient Stock"
2023-11-28,P0061,S003,246,144.43,"Sufficient Stock"
2023-11-29,P0061,S003,229,136.00,"Sufficient Stock"
2023-11-30,P0061,S003,161,134.86,"Sufficient Stock"
2023-12-01,P0061,S003,156,133.00,"Sufficient Stock"
2023-12-02,P0061,S003,201,138.43,"Sufficient Stock"
2023-12-03,P0061,S003,170,144.29,"Sufficient Stock"
2023-12-04,P0061,S003,108,139.00,"Reorder Now"
2023-12-05,P0061,S003,399,150.14,"Sufficient Stock"
2023-12-06,P0061,S003,187,150.43,"Sufficient Stock"
2023-12-07,P0061,S003,212,151.14,"Sufficient Stock"
2023-12-08,P0061,S003,191,160.57,"Sufficient Stock"
2023-12-09,P0061,S003,132,158.43,"Reorder Now"
2023-12-10,P0061,S003,203,162.43,"Sufficient Stock"
2023-12-11,P0061,S003,173,175.29,"Reorder Now"
2023-12-12,P0061,S003,188,150.86,"Sufficient Stock"
2023-12-13,P0061,S003,173,145.00,"Sufficient Stock"
2023-12-14,P0061,S003,272,157.29,"Sufficient Stock"
2023-12-15,P0061,S003,172,151.00,"Sufficient Stock"
2023-12-16,P0061,S003,181,148.00,"Sufficient Stock"
2023-12-17,P0061,S003,76,123.86,"Reorder Now"
2023-12-18,P0061,S003,176,113.57,"Sufficient Stock"
2023-12-19,P0061,S003,139,110.00,"Sufficient Stock"
2023-12-20,P0061,S003,142,114.57,"Sufficient Stock"
2023-12-21,P0061,S003,178,95.86,"Sufficient Stock"
2023-12-22,P0061,S003,143,91.00,"Sufficient Stock"
2023-12-23,P0061,S003,205,90.86,"Sufficient Stock"
2023-12-24,P0061,S003,116,102.57,"Sufficient Stock"
2023-12-25,P0061,S003,155,102.14,"Sufficient Stock"
2023-12-26,P0061,S003,253,122.29,"Sufficient Stock"
2023-12-27,P0061,S003,213,125.71,"Sufficient Stock"
2023-12-28,P0061,S003,128,133.86,"Reorder Now"
2023-12-29,P0061,S003,87,129.14,"Reorder Now"
2023-12-30,P0061,S003,175,132.57,"Sufficient Stock"
2023-12-31,P0061,S003,126,130.86,"Reorder Now"
2022-01-01,P0061,S004,192,116.00,"Sufficient Stock"
2022-01-02,P0061,S004,296,150.50,"Sufficient Stock"
2022-01-03,P0061,S004,94,111.33,"Reorder Now"
2022-01-04,P0061,S004,38,92.00,"Reorder Now"
2022-01-05,P0061,S004,87,91.40,"Reorder Now"
2022-01-06,P0061,S004,165,92.17,"Sufficient Stock"
2022-01-07,P0061,S004,303,114.00,"Sufficient Stock"
2022-01-08,P0061,S004,302,122.86,"Sufficient Stock"
2022-01-09,P0061,S004,169,109.86,"Sufficient Stock"
2022-01-10,P0061,S004,235,130.86,"Sufficient Stock"
2022-01-11,P0061,S004,171,143.29,"Sufficient Stock"
2022-01-12,P0061,S004,176,145.43,"Sufficient Stock"
2022-01-13,P0061,S004,161,157.86,"Sufficient Stock"
2022-01-14,P0061,S004,222,151.14,"Sufficient Stock"
2022-01-15,P0061,S004,285,156.00,"Sufficient Stock"
2022-01-16,P0061,S004,135,156.43,"Reorder Now"
2022-01-17,P0061,S004,131,139.71,"Reorder Now"
2022-01-18,P0061,S004,208,140.29,"Sufficient Stock"
2022-01-19,P0061,S004,191,150.00,"Sufficient Stock"
2022-01-20,P0061,S004,205,143.43,"Sufficient Stock"
2022-01-21,P0061,S004,144,122.57,"Sufficient Stock"
2022-01-22,P0061,S004,214,111.29,"Sufficient Stock"
2022-01-23,P0061,S004,149,116.71,"Sufficient Stock"
2022-01-24,P0061,S004,113,121.57,"Reorder Now"
2022-01-25,P0061,S004,124,111.71,"Sufficient Stock"
2022-01-26,P0061,S004,110,97.00,"Sufficient Stock"
2022-01-27,P0061,S004,158,95.71,"Sufficient Stock"
2022-01-28,P0061,S004,352,128.14,"Sufficient Stock"
